iter	Logloss
451	0.001216207706
452	0.001211407678
453	0.001208983513
454	0.00117689394
455	0.001143800088
456	0.001141231602
457	0.00113709616
458	0.001135156813
459	0.001105032755
460	0.001100979649
461	0.001073721551
462	0.001071786521
463	0.001069793004
464	0.001065820261
465	0.00106157875
466	0.001039857859
467	0.001035721421
468	0.001033875948
469	0.001010631023
470	0.0009935597536
471	0.0009899236881
472	0.0009863760071
473	0.0009702095328
474	0.0009517768468
475	0.0009482216644
476	0.000945582949
477	0.0009422262064
478	0.000938639748
479	0.0009355125173
480	0.0009337021483
481	0.0009318442344
482	0.000914425465
483	0.0008977695585
484	0.0008818042652
485	0.0008798095366
486	0.0008773797085
487	0.000875142536
488	0.0008715965983
489	0.0008698515979
490	0.0008500144351
491	0.0008307596316
492	0.0008290027464
493	0.0008272821573
494	0.0008248614241
495	0.0008231204747
496	0.0008216502426
497	0.0008199264763
498	0.0008178985869
499	0.0008157446081
